price,brand,model,trim,kilometers,year,vehicle_age_years,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,latitude,longitude,seller_type
195000,BMW,X4,xDrive 30i,54887,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Black,Brown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
75000,BMW,X1,sDrive20i,127367,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Orange,Black,No,"The Gardens, Dubai, UAE",UAE,Dubai,The Gardens,,25.0418288,55.1270906,Dealer
138900,Toyota,FJ Cruiser,Xtreme,78003,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,200 - 299 HP,6,White,Black,No,"Meydan City, Dubai, UAE",UAE,Dubai,Meydan City,,25.1541673,55.2906695,Dealer
69000,MINI,Cooper,Cooper S,105979,2018,6,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Silver,Black,No,"Dubai Sports City, Dubai, UAE",UAE,Dubai,Dubai Sports City,,25.0321379,55.219353,Dealer
163000,Lexus,RX-Series,450 h,79652,2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Black,Brown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
185000,Lexus,LS-Series,F Sport,113388,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,Silver,Unknown,No,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,25.2211708,55.4224204,Dealer
235000,Land Rover,Range Rover,Vogue,95609,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Black,No,"Al Barsha South, Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,Al Barsha South,25.0747157,55.2320479,Dealer
450000,Bentley,Bentayga,Other,77081,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,12,Silver,Unknown,Yes,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
50900,Mazda,CX-3,Standard,100854,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Blue,Unknown,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,25.0264384,55.251228,Dealer
361900,Mercedes-Benz,GLE Coupe,GLE 53 AMG,59471,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,Grey,Unknown,Yes,"Dubai Media City, Dubai, UAE",UAE,Dubai,Dubai Media City,,25.0935245,55.1515716,Dealer
28500,Ford,Ecosport,Ambiente,95746,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1000 - 1499 cc,0 - 99 HP,3,White,Black,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
60900,Jeep,Compass,Other,109100,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Black,No,"Town Square, Dubai, UAE",UAE,Dubai,Town Square,,,,Dealer
48000,Toyota,Yaris,Other,41482,2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Beige,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
54500,Mitsubishi,Pajero,GLS,129367,2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,100 - 199 HP,6,White,Beige,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
69900,Jaguar,XF,R-Sport,78802,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Blue,Black,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
179900,Ford,F-Series Pickup,Other,61456,2019,5,GCC Specs,4,Pick Up Truck,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,Blue,Black,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
261000,BMW,X5,Xdrive 40i,39878,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Blue,Brown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
299000,BMW,7-Series,730Li,23103,2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Brown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,,,Dealer
66900,Land Rover,Range Rover Sport,HSE S,204124,2014,10,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
65000,Jaguar,F-Pace,Other,179475,2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Unknown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
248900,Mercedes-Benz,GLE Coupe,GLE 43 AMG,32887,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Brown,Yes,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,25.0264384,55.251228,Dealer
148000,Toyota,FJ Cruiser,GXR,19389,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,200 - 299 HP,6,Grey,Unknown,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,25.0264384,55.251228,Dealer
47000,Toyota,Yaris,Other,57301,2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Beige,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
250000,Porsche,Carrera / 911,Carrera 4S,75712,2014,10,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,Silver,Unknown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
34000,Nissan,Pathfinder,SL,117000,2013,11,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Silver,Beige,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,,,Dealer
41000,Hyundai,Accent,Other,74330,2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Unknown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
165000,BMW,7-Series,750i,82690,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Black,Brown,Yes,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,25.2557676,55.3015053,Dealer
193900,Audi,A5,Standard,10938,2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Grey,Brown,No,"The Greens, Dubai, UAE",UAE,Dubai,The Greens,,25.09297535,55.17214781705864,Dealer
83000,Nissan,X-Trail,S 4WD,1681,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,4,White,Beige,Yes,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
45900,Kia,Cerato,Other,123608,2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Grey,Black,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
80000,Chevrolet,Traverse,LT,115783,2019,5,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Black,Black,No,"International City, Dubai, UAE",UAE,Dubai,International City,,25.1322737,55.39813984933585,Dealer
55900,Nissan,X-Trail,Other,160497,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,4,Green,Beige,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,,,Dealer
246900,Nissan,Patrol,LE Titanium,29784,2022,2,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+ cc,400 - 499 HP,8,Beige,Unknown,Yes,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,25.2211708,55.4224204,Dealer
140000,Nissan,Pathfinder,S,9440,2022,2,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,White,Beige,Yes,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
295000,Land Rover,Range Rover,Vogue,31734,2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Black,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,25.18942655,55.26481901527489,Dealer
119000,BMW,7-Series,740li Luxury,57088,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Beige,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
72900,Audi,Q7,Standard,193488,2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Black,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
295000,Maserati,Levante,Other,11490,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Black,Tan,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
52000,Jaguar,XE,Other,104362,2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Unknown,No,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,25.0559446,55.20746502861806,Dealer
26000,Suzuki,Kizashi,Other,185039,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Beige,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
25000,Mitsubishi,ASX,GLX,172238,2013,11,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Black,Black,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
62900,Land Rover,Range Rover Evoque,Dynamic,188194,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Unknown,No,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,25.05995825,55.18239787686163,Dealer
26000,Dodge,Neon,SE,161134,2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Grey,Unknown,No,"Al Taawun, Sharjah, UAE",UAE,Sharjah,Al Taawun,,25.30824545,55.37310585306868,Dealer
149000,Chevrolet,Blazer,RS,24131,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Red,Brown,Yes,"Al Reem Island, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Reem Island,,24.4935984,54.40784050903402,Dealer
55000,Audi,Q5,Standard,182344,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
238000,Lexus,GX 460,Premier,32989,2022,2,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+ cc,200 - 299 HP,8,White,Unknown,No,"Motor City, Dubai, UAE",UAE,Dubai,Motor City,,25.0476902,55.23820948643042,Dealer
70000,Nissan,Kicks,S,11007,2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Silver,Brown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
136900,Tesla,Model 3,Standard,68000,2023,1,GCC Specs,4,Sedan,Electric,5,Automatic Transmission,Unknown,200 - 299 HP,0,Silver,Black,Yes,"Jebel Ali, Dubai, UAE",UAE,Dubai,Jebel Ali,,24.9775987,55.0910742,Dealer
83900,BMW,4-Series,430i,160448,2018,6,GCC Specs,2,Coupe,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Grey,Unknown,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,25.269769,55.3874873,Dealer
111000,Ford,Taurus,Other,9670,2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Unknown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
63900,Volkswagen,Tiguan,S,112976,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,Silver,Black,No,"Emaar South, Dubai South, Dubai, UAE",UAE,Dubai,Dubai South,Emaar South,24.8633475,55.1417885,Dealer
94000,Porsche,Cayenne,S,165176,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,White,Unknown,No,"The Greens, Dubai, UAE",UAE,Dubai,The Greens,,25.09297535,55.17214781705864,Dealer
89900,MINI,Cooper,Cooper S,37153,2020,4,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Blue,Brown,No,"The Springs, Dubai, UAE",UAE,Dubai,The Springs,,25.05995825,55.18239787686163,Dealer
165900,Mercedes-Benz,GLE Coupe,GLE 43 AMG,88617,2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Black,No,"The Meadows 5, The Meadows, Dubai, UAE",UAE,Dubai,The Meadows,The Meadows 5,,,Dealer
175000,Infiniti,QX80,Luxury,30923,2019,5,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Beige,No,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,25.2557676,55.3015053,Dealer
49000,Audi,A7,S-line,167837,2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Brown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
76000,Jeep,Wrangler,Sport,142677,2017,7,GCC Specs,3,SUV,Petrol,4,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Red,Black,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
69500,Chevrolet,Captiva,Other,23621,2022,2,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Grey,Brown,Yes,"Al Furjan, Dubai, UAE",UAE,Dubai,Al Furjan,,25.0267099,55.1469903,Dealer
312900,BMW,8-Series,840i,18953,2022,2,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Brown,Yes,"Emirates Hills, Dubai, UAE",UAE,Dubai,Emirates Hills,,25.070213950000003,55.17313614999646,Dealer
52900,BMW,3-Series,320i,104070,2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Black,Beige,No,"Umm Suqeim, Dubai, UAE",UAE,Dubai,Umm Suqeim,,25.1539087,55.2075004,Dealer
60900,Honda,Civic,EX,102114,2020,4,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Grey,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
59900,Ford,Explorer,Limited,153125,2016,8,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Green,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
185000,Mercedes-Benz,GLB,GLB 200,24384,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,Black,Black,No,"Dubai Sports City, Dubai, UAE",UAE,Dubai,Dubai Sports City,,25.0321379,55.219353,Dealer
95900,Jeep,Wrangler Unlimited,Sport,120353,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Silver,Unknown,No,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,25.0559446,55.20746502861806,Dealer
92000,BMW,4-Series,420i Gran Coupe,111059,2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Blue,Beige,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,,,Dealer
146000,Toyota,FJ Cruiser,GXR,18928,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,200 - 299 HP,6,Beige,Black,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
60000,MINI,Cooper,S,124761,2017,7,GCC Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Brown,No,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
47900,Honda,City,Other,66028,2020,4,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Black,Beige,No,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,25.1939625,55.3392449,Dealer
86900,Ford,Edge,Sport,67395,2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,6,Burgundy,Black,Yes,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Dealer
125000,BMW,7-Series,750Li xDrive,87338,2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Grey,Beige,No,"Oud Metha, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Oud Metha,25.2439301,55.3158939,Dealer
37000,MG,MG5,Standard,84842,2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
53000,Mitsubishi,Pajero,GLS,138655,2017,7,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,100 - 199 HP,6,White,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
85900,Land Rover,Range Rover Sport,HSE,214758,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Brown,Brown,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
77000,Bestune,T77,Limousine,13293,2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Unknown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
73500,Infiniti,Q50,Turbo,71960,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Black,Beige,No,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Dealer
49000,Toyota,Yaris,Basic,57127,2020,4,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Black,Yes,"Dubai Production City (IMPZ), Dubai, UAE",UAE,Dubai,Dubai Production City (IMPZ),,,,Dealer
260900,Porsche,Carrera / 911,Carrera 4S,173702,2017,7,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,Black,Unknown,No,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,25.2211708,55.4224204,Dealer
133900,BMW,5-Series,530i,120972,2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Brown,Yes,"Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,,25.2211708,55.4224204,Dealer
44900,Audi,Q7,S-line,131407,2014,10,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Beige,No,"Al Rashidiya, Dubai, UAE",UAE,Dubai,Al Rashidiya,,25.222025,55.3910064,Dealer
62000,Toyota,Rush,EX,8825,2023,1,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Red,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
346900,Bentley,Bentayga,Signature,47758,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,12,Silver,Beige,No,"Palm Jumeirah, Dubai, UAE",UAE,Dubai,Palm Jumeirah,,25.10019025,55.11853499506269,Dealer
22000,Ford,Figo,Ambiente,116915,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Beige,No,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,25.2557676,55.3015053,Dealer
47000,Chevrolet,Traverse,LT,263358,2018,6,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Grey,Unknown,No,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Dealer
289000,Toyota,Land Cruiser,VXR,25378,2021,3,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+ cc,300 - 399 HP,8,Grey,Brown,No,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Dealer
41900,Toyota,Corolla,SE,131675,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Black,Beige,No,"Al Furjan, Dubai, UAE",UAE,Dubai,Al Furjan,,25.0267099,55.1469903,Dealer
106000,Nissan,Xterra,Titanium,19916,2022,2,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,4,White,Black,No,"Remraam, Dubai, UAE",UAE,Dubai,Remraam,,25.0013542,55.24885632771925,Dealer
113900,MINI,Cooper,Cooper S,62276,2023,1,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Brown,No,"Al Warqaa, Dubai, UAE",UAE,Dubai,Al Warqaa,,25.18047865,55.45297285088414,Dealer
44900,MINI,Cooper,S,116076,2016,8,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,3,Red,Unknown,No,"Jumeirah, Dubai, UAE",UAE,Dubai,Jumeirah,,25.2069604,55.2474974,Dealer
220000,Mercedes-Benz,C-Class,C200,17811,2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,300 - 399 HP,4,Black,Unknown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,25.1177213,55.2357807,Dealer
160000,Jeep,Wrangler Unlimited,Sport,80062,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Grey,Black,Yes,"Shakhbout City, Abu Dhabi, UAE",UAE,Abu Dhabi,Shakhbout City,,24.3594999,54.63233435459003,Dealer
25900,Nissan,Micra,Other,71195,2020,4,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,1500 - 1999 cc,0 - 99 HP,4,White,Beige,No,"Al Karama, Dubai, UAE",UAE,Dubai,Al Karama,,25.2446784,55.30490344299247,Dealer
282900,Rolls-Royce,Ghost,Other,121417,2013,11,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,12,White,Brown,No,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
131900,Mercedes-Benz,G-Class,G 500,151436,2012,12,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,300 - 399 HP,8,White,Brown,No,"Umm Suqeim, Dubai, UAE",UAE,Dubai,Umm Suqeim,,25.1539087,55.2075004,Dealer
264000,Land Rover,Range Rover Sport,SVR,104782,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Brown,No,"Motor City, Dubai, UAE",UAE,Dubai,Motor City,,25.0476902,55.23820948643042,Dealer
468900,BMW,X6,X6M Competition,38897,2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,Black,Brown,No,"Jumeirah, Dubai, UAE",UAE,Dubai,Jumeirah,,25.2069604,55.2474974,Dealer
155000,BMW,5-Series,520i,57078,2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Beige,No,"Deira, Dubai, UAE",UAE,Dubai,Deira,,25.2727936,55.305334,Dealer
45000,Porsche,Cayenne,S,188407,2011,13,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Brown,Brown,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
83000,Mercedes-Benz,SLK-Class,SLK 55 AMG,77827,2012,12,GCC Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,4000+ cc,400 - 499 HP,8,Grey,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,24.476252,54.3726749,Dealer
